Study_word,thisN,thisTrialN,thisRepN,slider.response,slider.rt,test_word,Reference,old_new,test_textbox.text,testmouse.x,testmouse.y,testmouse.leftButton,testmouse.midButton,testmouse.rightButton,testmouse.time,testmouse.clicked_name,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,thisRow.t,notes,trial.started,text.started,slider.started,trial.stopped,trials.slider.response,trials.slider.rt,test.started,TestText.started,test_textbox.started,submit_text.started,testmouse.started,test.stopped,trials_2.test_textbox.text,trials_2.testmouse.x,trials_2.testmouse.y,trials_2.testmouse.leftButton,trials_2.testmouse.midButton,trials_2.testmouse.rightButton,trials_2.testmouse.time,trials_2.testmouse.clicked_name,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
,4,4,0,,,bo_t_e,Bottle,new,bottle,[np.float64(0.06555555555555556)],[np.float64(-0.31666666666666665)],[1],[0],[0],[2.314350332831964],['submit_text'],,,,,0,4,4,18,25.653721917187795,,,,,,,,25.64438887499273,25.653721917187795,25.653721917187795,25.653721917187795,0.0019681251142174006,27.958921833196655,bottle,[np.float64(0.06555555555555556)],[np.float64(-0.31666666666666665)],[1],[0],[0],[2.314350332831964],['submit_text'],02,001,2025-10-14_17h57.23.223,Word priming experiment,,2025.1.1,120.393203665287,2025-10-14 17h57.41.661903 +0530,
,5,5,0,,,_ha_t,Chart,old,chart,[np.float64(0.0033333333333333335)],[np.float64(-0.31777777777777777)],[1],[0],[0],[2.2564386250451207],['submit_text'],,,,,0,5,5,1,27.969915458001196,,,,,,,,27.96093983319588,27.969915458001196,27.969915458001196,27.969915458001196,0.0019264998845756054,30.21760195819661,chart,[np.float64(0.0033333333333333335)],[np.float64(-0.31777777777777777)],[1],[0],[0],[2.2564386250451207],['submit_text'],02,001,2025-10-14_17h57.23.223,Word priming experiment,,2025.1.1,120.393203665287,2025-10-14 17h57.41.661903 +0530,
,6,6,0,,,c_s_,Case,old,case,[np.float64(0.07888888888888888)],[np.float64(-0.2922222222222222)],[1],[0],[0],[3.249437249964103],['submit_text'],,,,,0,6,6,5,30.23181258304976,,,,,,,,30.22029862506315,30.23181258304976,30.23181258304976,30.23181258304976,0.0025573340244591236,33.469999083084986,case,[np.float64(0.07888888888888888)],[np.float64(-0.2922222222222222)],[1],[0],[0],[3.249437249964103],['submit_text'],02,001,2025-10-14_17h57.23.223,Word priming experiment,,2025.1.1,120.393203665287,2025-10-14 17h57.41.661903 +0530,
,7,7,0,,,_a_bl_,Marble,old,table,[np.float64(0.06444444444444444)],[np.float64(-0.31444444444444447)],[1],[0],[0],[2.7184268329292536],['submit_text'],,,,,0,7,7,11,33.48436020803638,,,,,,,,33.472655000165105,33.48436020803638,33.48436020803638,33.48436020803638,0.002519457833841443,36.191303375177085,table,[np.float64(0.06444444444444444)],[np.float64(-0.31444444444444447)],[1],[0],[0],[2.7184268329292536],['submit_text'],02,001,2025-10-14_17h57.23.223,Word priming experiment,,2025.1.1,120.393203665287,2025-10-14 17h57.41.661903 +0530,
,8,8,0,,,_ru_is_,Cruise,old,cruise,"[np.float64(0.056666666666666664), np.float64(0.05333333333333334)]","[np.float64(-0.33111111111111113), np.float64(-0.31)]","[1, 1]","[0, 0]","[0, 0]","[3.0095672919414937, 3.7110108339693397]","[None, 'submit_text']",,,,,0,8,8,6,36.20384279219434,,,,,,,,36.19328979216516,36.20384279219434,36.20384279219434,36.20384279219434,0.001890040934085846,39.90451220818795,cruise,"[np.float64(0.056666666666666664), np.float64(0.05333333333333334)]","[np.float64(-0.33111111111111113), np.float64(-0.31)]","[1, 1]","[0, 0]","[0, 0]","[3.0095672919414937, 3.7110108339693397]","[None, 'submit_text']",02,001,2025-10-14_17h57.23.223,Word priming experiment,,2025.1.1,120.393203665287,2025-10-14 17h57.41.661903 +0530,
,9,9,0,,,P_st_r,Poster,old,Pastry,[np.float64(0.07333333333333333)],[np.float64(-0.2877777777777778)],[1],[0],[0],[8.235608082963154],['submit_text'],,,,,0,9,9,9,39.91882341704331,,,,,,,,39.90712270815857,39.91882341704331,39.91882341704331,39.91882341704331,0.002442792057991028,48.14296979201026,Pastry,[np.float64(0.07333333333333333)],[np.float64(-0.2877777777777778)],[1],[0],[0],[8.235608082963154],['submit_text'],02,001,2025-10-14_17h57.23.223,Word priming experiment,,2025.1.1,120.393203665287,2025-10-14 17h57.41.661903 +0530,
,10,10,0,,,v_s_,Vase,new,vase,[np.float64(0.09888888888888889)],[np.float64(-0.31777777777777777)],[1],[0],[0],[7.016444124979898],['submit_text'],,,,,0,10,10,17,48.15634200000204,,,,,,,,48.14638533303514,48.15634200000204,48.15634200000204,48.15634200000204,0.003291958011686802,55.16309679206461,vase,[np.float64(0.09888888888888889)],[np.float64(-0.31777777777777777)],[1],[0],[0],[7.016444124979898],['submit_text'],02,001,2025-10-14_17h57.23.223,Word priming experiment,,2025.1.1,120.393203665287,2025-10-14 17h57.41.661903 +0530,
,11,11,0,,,T_hi_t,Tshirt,old,Tshirt,[np.float64(0.0011111111111111111)],[np.float64(-0.28555555555555556)],[1],[0],[0],[2.875998499803245],['submit_text'],,,,,0,11,11,2,55.17825883300975,,,,,,,,55.166407792130485,55.17825883300975,55.17825883300975,55.17825883300975,0.0031475829891860485,58.04268995812163,Tshirt,[np.float64(0.0011111111111111111)],[np.float64(-0.28555555555555556)],[1],[0],[0],[2.875998499803245],['submit_text'],02,001,2025-10-14_17h57.23.223,Word priming experiment,,2025.1.1,120.393203665287,2025-10-14 17h57.41.661903 +0530,
,12,12,0,,,c_m_ra,Camera,new,camera,[np.float64(0.11222222222222222)],[np.float64(-0.31222222222222223)],[1],[0],[0],[2.3973715419415385],['submit_text'],,,,,0,12,12,19,58.05513670807704,,,,,,,,58.04489650018513,58.05513670807704,58.05513670807704,58.05513670807704,0.002122916979715228,60.442491667112336,camera,[np.float64(0.11222222222222222)],[np.float64(-0.31222222222222223)],[1],[0],[0],[2.3973715419415385],['submit_text'],02,001,2025-10-14_17h57.23.223,Word priming experiment,,2025.1.1,120.393203665287,2025-10-14 17h57.41.661903 +0530,
,13,13,0,,,_ho_e,Phone,old,phone,[np.float64(0.08888888888888889)],[np.float64(-0.2811111111111111)],[1],[0],[0],[3.3318290829192847],['submit_text'],,,,,0,13,13,12,60.45384000008926,,,,,,,,60.44447754207067,60.45384000008926,60.45384000008926,60.45384000008926,0.001891499850898981,63.77651754207909,phone,[np.float64(0.08888888888888889)],[np.float64(-0.2811111111111111)],[1],[0],[0],[3.3318290829192847],['submit_text'],02,001,2025-10-14_17h57.23.223,Word priming experiment,,2025.1.1,120.393203665287,2025-10-14 17h57.41.661903 +0530,
,14,14,0,,,p_nc_l,Pencil,new,pencil,[np.float64(0.12777777777777777)],[np.float64(-0.3011111111111111)],[1],[0],[0],[2.3299874579533935],['submit_text'],,,,,0,14,14,16,63.78886066703126,,,,,,,,63.77854241710156,63.78886066703126,63.78886066703126,63.78886066703126,0.0019147919956594706,66.10874837497249,pencil,[np.float64(0.12777777777777777)],[np.float64(-0.3011111111111111)],[1],[0],[0],[2.3299874579533935],['submit_text'],02,001,2025-10-14_17h57.23.223,Word priming experiment,,2025.1.1,120.393203665287,2025-10-14 17h57.41.661903 +0530,
,15,15,0,,,P_as_tr_,Pastry,old,Pastry,[np.float64(-0.04)],[np.float64(-0.3022222222222222)],[1],[0],[0],[2.814727250020951],['submit_text'],,,,,0,15,15,4,66.12097604200244,,,,,,,,66.11094937520102,66.12097604200244,66.12097604200244,66.12097604200244,0.0021068749483674765,68.92593833315186,Pastry,[np.float64(-0.04)],[np.float64(-0.3022222222222222)],[1],[0],[0],[2.814727250020951],['submit_text'],02,001,2025-10-14_17h57.23.223,Word priming experiment,,2025.1.1,120.393203665287,2025-10-14 17h57.41.661903 +0530,
,16,16,0,,,_oo_,Book,old,cook,"[np.float64(0.03333333333333333), np.float64(0.03888888888888889)]","[np.float64(-0.33), np.float64(-0.29444444444444445)]","[1, 1]","[0, 0]","[0, 0]","[5.909699166892096, 6.466254457831383]","[None, 'submit_text']",,,,,0,16,16,13,68.93868075008504,,,,,,,,68.92798745818436,68.93868075008504,68.93868075008504,68.93868075008504,0.0019107090774923563,75.39448045799509,cook,"[np.float64(0.03333333333333333), np.float64(0.03888888888888889)]","[np.float64(-0.33), np.float64(-0.29444444444444445)]","[1, 1]","[0, 0]","[0, 0]","[5.909699166892096, 6.466254457831383]","[None, 'submit_text']",02,001,2025-10-14_17h57.23.223,Word priming experiment,,2025.1.1,120.393203665287,2025-10-14 17h57.41.661903 +0530,
,17,17,0,,,l_pt_p,Laptop,old,laptop,[np.float64(0.09777777777777778)],[np.float64(-0.30666666666666664)],[1],[0],[0],[2.8056153340730816],['submit_text'],,,,,0,17,17,0,75.40695187519304,,,,,,,,75.39671995816752,75.40695187519304,75.40695187519304,75.40695187519304,0.0021109171211719513,78.20261166710407,laptop,[np.float64(0.09777777777777778)],[np.float64(-0.30666666666666664)],[1],[0],[0],[2.8056153340730816],['submit_text'],02,001,2025-10-14_17h57.23.223,Word priming experiment,,2025.1.1,120.393203665287,2025-10-14 17h57.41.661903 +0530,
,18,18,0,,,K_y_,Keys,old,Keys,[np.float64(0.1)],[np.float64(-0.3022222222222222)],[1],[0],[0],[3.073104874929413],['submit_text'],,,,,0,18,18,8,78.21596966707148,,,,,,,,78.2051497080829,78.21596966707148,78.21596966707148,78.21596966707148,0.0024156668223440647,81.27853133319877,Keys,[np.float64(0.1)],[np.float64(-0.3022222222222222)],[1],[0],[0],[3.073104874929413],['submit_text'],02,001,2025-10-14_17h57.23.223,Word priming experiment,,2025.1.1,120.393203665287,2025-10-14 17h57.41.661903 +0530,
,19,19,0,,,P_li_e,Police,old,Police,[np.float64(0.10222222222222223)],[np.float64(-0.2966666666666667)],[1],[0],[0],[2.545630417065695],['submit_text'],,,,,0,19,19,7,81.29149045818485,,,,,,,,81.28113291715272,81.29149045818485,81.29149045818485,81.29149045818485,0.002480125054717064,83.82705429219641,Police,[np.float64(0.10222222222222223)],[np.float64(-0.2966666666666667)],[1],[0],[0],[2.545630417065695],['submit_text'],02,001,2025-10-14_17h57.23.223,Word priming experiment,,2025.1.1,120.393203665287,2025-10-14 17h57.41.661903 +0530,
